date,totalreturnnet,day,month,year,caldt
9/12/1995,0.0045,12,9,1995,12-Sep-95
9/13/1995,0.0044,13,9,1995,13-Sep-95
9/14/1995,0.0084,14,9,1995,14-Sep-95
9/15/1995,-0.0004,15,9,1995,15-Sep-95
9/18/1995,-0.0007,18,9,1995,18-Sep-95
9/19/1995,0.0025,19,9,1995,19-Sep-95
9/20/1995,0.0044,20,9,1995,20-Sep-95
9/21/1995,-0.0064,21,9,1995,21-Sep-95
9/22/1995,-0.0022,22,9,1995,22-Sep-95
9/25/1995,0.0001,25,9,1995,25-Sep-95
9/26/1995,-0.0007,26,9,1995,26-Sep-95
9/27/1995,-0.0001,27,9,1995,27-Sep-95
9/28/1995,0.0083,28,9,1995,28-Sep-95
9/29/1995,-0.0025,29,9,1995,29-Sep-95
10/2/1995,-0.0046,2,10,1995,2-Oct-95
10/3/1995,0.0011,3,10,1995,3-Oct-95
10/4/1995,-0.0013,4,10,1995,4-Oct-95
10/5/1995,0.0023,5,10,1995,5-Oct-95
10/6/1995,-0.0001,6,10,1995,6-Oct-95
10/9/1995,-0.0071,9,10,1995,9-Oct-95
10/10/1995,-0.0015,10,10,1995,10-Oct-95
10/11/1995,0.0035,11,10,1995,11-Oct-95
10/12/1995,0.0063,12,10,1995,12-Oct-95
10/13/1995,0.0024,13,10,1995,13-Oct-95
10/16/1995,-0.0025,16,10,1995,16-Oct-95
10/17/1995,0.0064,17,10,1995,17-Oct-95
10/18/1995,0.0013,18,10,1995,18-Oct-95
10/19/1995,0.0055,19,10,1995,19-Oct-95
10/20/1995,-0.0054,20,10,1995,20-Oct-95
10/23/1995,-0.0041,23,10,1995,23-Oct-95
10/24/1995,0.0025,24,10,1995,24-Oct-95
10/25/1995,-0.0069,25,10,1995,25-Oct-95
10/26/1995,-0.0098,26,10,1995,26-Oct-95
10/27/1995,0.0053,27,10,1995,27-Oct-95
10/30/1995,0.0062,30,10,1995,30-Oct-95
10/31/1995,-0.003,31,10,1995,31-Oct-95
11/1/1995,0.0049,1,11,1995,1-Nov-95
11/2/1995,0.0097,2,11,1995,2-Nov-95
11/3/1995,0.0015,3,11,1995,3-Nov-95
11/6/1995,-0.0035,6,11,1995,6-Nov-95
11/7/1995,-0.0036,7,11,1995,7-Nov-95
11/8/1995,0.0094,8,11,1995,8-Nov-95
11/9/1995,0.0029,9,11,1995,9-Nov-95
11/10/1995,-0.0009,10,11,1995,10-Nov-95
11/13/1995,-0.0005,13,11,1995,13-Nov-95
11/14/1995,-0.005,14,11,1995,14-Nov-95
11/15/1995,0.0082,15,11,1995,15-Nov-95
11/16/1995,0.0058,16,11,1995,16-Nov-95
11/17/1995,0.0046,17,11,1995,17-Nov-95
11/20/1995,-0.0052,20,11,1995,20-Nov-95
11/21/1995,0.0058,21,11,1995,21-Nov-95
11/22/1995,-0.003,22,11,1995,22-Nov-95
11/24/1995,0.0027,24,11,1995,24-Nov-95
11/27/1995,0.0023,27,11,1995,27-Nov-95
11/28/1995,0.0087,28,11,1995,28-Nov-95
11/29/1995,0.0024,29,11,1995,29-Nov-95
11/30/1995,-0.0037,30,11,1995,30-Nov-95
12/1/1995,0.0027,1,12,1995,1-Dec-95
12/4/1995,0.0111,4,12,1995,4-Dec-95
12/5/1995,0.0066,5,12,1995,5-Dec-95
12/6/1995,0.0043,6,12,1995,6-Dec-95
12/7/1995,-0.0064,7,12,1995,7-Dec-95
12/8/1995,0.0021,8,12,1995,8-Dec-95
12/11/1995,0.0033,11,12,1995,11-Dec-95
12/12/1995,-0.0012,12,12,1995,12-Dec-95
12/13/1995,0.0051,13,12,1995,13-Dec-95
12/14/1995,-0.0076,14,12,1995,14-Dec-95
12/15/1995,-0.0009,15,12,1995,15-Dec-95
12/18/1995,-0.0154,18,12,1995,18-Dec-95
12/19/1995,0.0084,19,12,1995,19-Dec-95
12/20/1995,-0.0097,20,12,1995,20-Dec-95
12/21/1995,0.0075,21,12,1995,21-Dec-95
12/22/1995,0.0024,22,12,1995,22-Dec-95
12/26/1995,0.0038,26,12,1995,26-Dec-95
12/27/1995,0.0009,27,12,1995,27-Dec-95
12/28/1995,-0.0006,28,12,1995,28-Dec-95
12/29/1995,0.003,29,12,1995,29-Dec-95
1/2/1996,0.0078,2,1,1996,2-Jan-96
1/3/1996,0.0011,3,1,1996,3-Jan-96
1/4/1996,-0.0058,4,1,1996,4-Jan-96
1/5/1996,-0.0016,5,1,1996,5-Jan-96
1/8/1996,0.0031,8,1,1996,8-Jan-96
1/9/1996,-0.0145,9,1,1996,9-Jan-96
1/10/1996,-0.0179,10,1,1996,10-Jan-96
1/11/1996,0.0071,11,1,1996,11-Jan-96
1/12/1996,-0.0015,12,1,1996,12-Jan-96
1/15/1996,-0.0033,15,1,1996,15-Jan-96
1/16/1996,0.0144,16,1,1996,16-Jan-96
1/17/1996,-0.0033,17,1,1996,17-Jan-96
1/18/1996,0.0032,18,1,1996,18-Jan-96
1/19/1996,0.0059,19,1,1996,19-Jan-96
1/22/1996,0.0026,22,1,1996,22-Jan-96
1/23/1996,-0.001,23,1,1996,23-Jan-96
1/24/1996,0.0117,24,1,1996,24-Jan-96
1/25/1996,-0.0047,25,1,1996,25-Jan-96
1/26/1996,0.0074,26,1,1996,26-Jan-96
1/29/1996,0.0044,29,1,1996,29-Jan-96
1/30/1996,0.0095,30,1,1996,30-Jan-96
1/31/1996,0.0095,31,1,1996,31-Jan-96
2/1/1996,0.004,1,2,1996,1-Feb-96
2/2/1996,-0.004,2,2,1996,2-Feb-96
2/5/1996,0.0089,5,2,1996,5-Feb-96
2/6/1996,0.0077,6,2,1996,6-Feb-96
2/7/1996,0.0057,7,2,1996,7-Feb-96
2/8/1996,0.0097,8,2,1996,8-Feb-96
2/9/1996,0.0005,9,2,1996,9-Feb-96
2/12/1996,0.0078,12,2,1996,12-Feb-96
2/13/1996,-0.0012,13,2,1996,13-Feb-96
2/14/1996,-0.0073,14,2,1996,14-Feb-96
2/15/1996,-0.0063,15,2,1996,15-Feb-96
2/16/1996,-0.005,16,2,1996,16-Feb-96
2/20/1996,-0.0113,20,2,1996,20-Feb-96
2/21/1996,0.0118,21,2,1996,21-Feb-96
2/22/1996,0.0166,22,2,1996,22-Feb-96
2/23/1996,0.0004,23,2,1996,23-Feb-96
2/26/1996,-0.0131,26,2,1996,26-Feb-96
2/27/1996,-0.0048,27,2,1996,27-Feb-96
2/28/1996,-0.0035,28,2,1996,28-Feb-96
2/29/1996,-0.0066,29,2,1996,29-Feb-96
3/1/1996,0.0062,1,3,1996,1-Mar-96
3/4/1996,0.0102,4,3,1996,4-Mar-96
3/5/1996,0.0078,5,3,1996,5-Mar-96
3/6/1996,-0.0055,6,3,1996,6-Mar-96
3/7/1996,0.0026,7,3,1996,7-Mar-96
3/8/1996,-0.0308,8,3,1996,8-Mar-96
3/11/1996,0.0103,11,3,1996,11-Mar-96
3/12/1996,-0.0046,12,3,1996,12-Mar-96
3/13/1996,0.0028,13,3,1996,13-Mar-96
3/14/1996,0.0036,14,3,1996,14-Mar-96
3/15/1996,0.0009,15,3,1996,15-Mar-96
3/18/1996,0.0175,18,3,1996,18-Mar-96
3/19/1996,-0.0014,19,3,1996,19-Mar-96
3/20/1996,-0.0026,20,3,1996,20-Mar-96
3/21/1996,-0.0012,21,3,1996,21-Mar-96
3/22/1996,0.0022,22,3,1996,22-Mar-96
3/25/1996,-0.0009,25,3,1996,25-Mar-96
3/26/1996,0.0045,26,3,1996,26-Mar-96
3/27/1996,-0.0059,27,3,1996,27-Mar-96
3/28/1996,0.0001,28,3,1996,28-Mar-96
3/29/1996,-0.0053,29,3,1996,29-Mar-96
4/1/1996,0.0128,1,4,1996,1-Apr-96
4/2/1996,0.0025,2,4,1996,2-Apr-96
4/3/1996,0.001,3,4,1996,3-Apr-96
4/4/1996,0,4,4,1996,4-Apr-96
4/8/1996,-0.0174,8,4,1996,8-Apr-96
4/9/1996,-0.0032,9,4,1996,9-Apr-96
4/10/1996,-0.0135,10,4,1996,10-Apr-96
4/11/1996,-0.0036,11,4,1996,11-Apr-96
4/12/1996,0.0088,12,4,1996,12-Apr-96
4/15/1996,0.0091,15,4,1996,15-Apr-96
4/16/1996,0.0039,16,4,1996,16-Apr-96
4/17/1996,-0.0051,17,4,1996,17-Apr-96
4/18/1996,0.0032,18,4,1996,18-Apr-96
4/19/1996,0.0023,19,4,1996,19-Apr-96
4/22/1996,0.0044,22,4,1996,22-Apr-96
4/23/1996,0.0057,23,4,1996,23-Apr-96
4/24/1996,-0.0021,24,4,1996,24-Apr-96
4/25/1996,0.0042,25,4,1996,25-Apr-96
4/26/1996,0.001,26,4,1996,26-Apr-96
4/29/1996,0.0011,29,4,1996,29-Apr-96
4/30/1996,0.0001,30,4,1996,30-Apr-96
5/1/1996,0.0008,1,5,1996,1-May-96
5/2/1996,-0.017,2,5,1996,2-May-96
5/3/1996,-0.0027,3,5,1996,3-May-96
5/6/1996,-0.0012,6,5,1996,6-May-96
5/7/1996,-0.004,7,5,1996,7-May-96
5/8/1996,0.0105,8,5,1996,8-May-96
5/9/1996,0.0013,9,5,1996,9-May-96
5/10/1996,0.0104,10,5,1996,10-May-96
5/13/1996,0.0146,13,5,1996,13-May-96
5/14/1996,0.0064,14,5,1996,14-May-96
5/15/1996,-0.0001,15,5,1996,15-May-96
5/16/1996,-0.0007,16,5,1996,16-May-96
5/17/1996,0.0065,17,5,1996,17-May-96
5/20/1996,0.0064,20,5,1996,20-May-96
5/21/1996,-0.0006,21,5,1996,21-May-96
5/22/1996,0.0086,22,5,1996,22-May-96
5/23/1996,-0.0035,23,5,1996,23-May-96
5/24/1996,0.0037,24,5,1996,24-May-96
5/28/1996,-0.0092,28,5,1996,28-May-96
5/29/1996,-0.0061,29,5,1996,29-May-96
5/30/1996,0.0058,30,5,1996,30-May-96
5/31/1996,-0.0038,31,5,1996,31-May-96
6/3/1996,-0.0021,3,6,1996,3-Jun-96
6/4/1996,0.0074,4,6,1996,4-Jun-96
6/5/1996,0.009,5,6,1996,5-Jun-96
6/6/1996,-0.0078,6,6,1996,6-Jun-96
6/7/1996,0.0004,7,6,1996,7-Jun-96
6/10/1996,-0.0017,10,6,1996,10-Jun-96
6/11/1996,-0.0018,11,6,1996,11-Jun-96
6/12/1996,-0.0024,12,6,1996,12-Jun-96
6/13/1996,-0.0016,13,6,1996,13-Jun-96
6/14/1996,-0.0031,14,6,1996,14-Jun-96
6/17/1996,-0.001,17,6,1996,17-Jun-96
6/18/1996,-0.0046,18,6,1996,18-Jun-96
6/19/1996,-0.0001,19,6,1996,19-Jun-96
6/20/1996,0.0003,20,6,1996,20-Jun-96
6/21/1996,0.0072,21,6,1996,21-Jun-96
6/24/1996,0.003,24,6,1996,24-Jun-96
6/25/1996,-0.0005,25,6,1996,25-Jun-96
6/26/1996,-0.0058,26,6,1996,26-Jun-96
6/27/1996,0.0063,27,6,1996,27-Jun-96
6/28/1996,0.0031,28,6,1996,28-Jun-96
7/1/1996,0.008,1,7,1996,1-Jul-96
7/2/1996,-0.0032,2,7,1996,2-Jul-96
7/3/1996,-0.0018,3,7,1996,3-Jul-96
7/5/1996,-0.0222,5,7,1996,5-Jul-96
7/8/1996,-0.0072,8,7,1996,8-Jul-96
7/9/1996,0.0035,9,7,1996,9-Jul-96
7/10/1996,0.002,10,7,1996,10-Jul-96
7/11/1996,-0.0157,11,7,1996,11-Jul-96
7/12/1996,0.0008,12,7,1996,12-Jul-96
7/15/1996,-0.0254,15,7,1996,15-Jul-96
7/16/1996,-0.0023,16,7,1996,16-Jul-96
7/17/1996,0.0092,17,7,1996,17-Jul-96
7/18/1996,0.0151,18,7,1996,18-Jul-96
7/19/1996,-0.0075,19,7,1996,19-Jul-96
7/22/1996,-0.0078,22,7,1996,22-Jul-96
7/23/1996,-0.0109,23,7,1996,23-Jul-96
7/24/1996,-0.0003,24,7,1996,24-Jul-96
7/25/1996,0.0072,25,7,1996,25-Jul-96
7/26/1996,0.0075,26,7,1996,26-Jul-96
7/29/1996,-0.0077,29,7,1996,29-Jul-96
7/30/1996,0.0069,30,7,1996,30-Jul-96
7/31/1996,0.0077,31,7,1996,31-Jul-96
8/1/1996,0.0159,1,8,1996,1-Aug-96
8/2/1996,0.0192,2,8,1996,2-Aug-96
8/5/1996,-0.0033,5,8,1996,5-Aug-96
8/6/1996,0.0033,6,8,1996,6-Aug-96
8/7/1996,0.0028,7,8,1996,7-Aug-96
8/8/1996,-0.0023,8,8,1996,8-Aug-96
8/9/1996,-0.0005,9,8,1996,9-Aug-96
8/12/1996,0.0056,12,8,1996,12-Aug-96
8/13/1996,-0.0081,13,8,1996,13-Aug-96
8/14/1996,0.003,14,8,1996,14-Aug-96
8/15/1996,0.0004,15,8,1996,15-Aug-96
8/16/1996,0.0045,16,8,1996,16-Aug-96
8/19/1996,0.0021,19,8,1996,19-Aug-96
8/20/1996,-0.0012,20,8,1996,20-Aug-96
8/21/1996,-0.0008,21,8,1996,21-Aug-96
8/22/1996,0.0085,22,8,1996,22-Aug-96
8/23/1996,-0.0054,23,8,1996,23-Aug-96
8/26/1996,-0.0047,26,8,1996,26-Aug-96
8/27/1996,0.0038,27,8,1996,27-Aug-96
8/28/1996,-0.0021,28,8,1996,28-Aug-96
8/29/1996,-0.011,29,8,1996,29-Aug-96
8/30/1996,-0.0082,30,8,1996,30-Aug-96
9/3/1996,0.0042,3,9,1996,3-Sep-96
9/4/1996,0.0018,4,9,1996,4-Sep-96
9/5/1996,-0.0093,5,9,1996,5-Sep-96
9/6/1996,0.0097,6,9,1996,6-Sep-96
9/9/1996,0.0123,9,9,1996,9-Sep-96
9/10/1996,0.0002,10,9,1996,10-Sep-96
9/11/1996,0.0054,11,9,1996,11-Sep-96
9/12/1996,0.0061,12,9,1996,12-Sep-96
9/13/1996,0.014,13,9,1996,13-Sep-96
9/16/1996,0.0053,16,9,1996,16-Sep-96
9/17/1996,-0.0015,17,9,1996,17-Sep-96
9/18/1996,-0.0021,18,9,1996,18-Sep-96
9/19/1996,0.0023,19,9,1996,19-Sep-96
9/20/1996,0.0059,20,9,1996,20-Sep-96
9/23/1996,-0.0008,23,9,1996,23-Sep-96
9/24/1996,-0.0013,24,9,1996,24-Sep-96
9/25/1996,0.0004,25,9,1996,25-Sep-96
9/26/1996,0.0004,26,9,1996,26-Sep-96
9/27/1996,0.0005,27,9,1996,27-Sep-96
9/30/1996,0.0016,30,9,1996,30-Sep-96
10/1/1996,0.0026,1,10,1996,1-Oct-96
10/2/1996,0.0073,2,10,1996,2-Oct-96
10/3/1996,-0.0018,3,10,1996,3-Oct-96
10/4/1996,0.0126,4,10,1996,4-Oct-96
10/7/1996,0.0027,7,10,1996,7-Oct-96
10/8/1996,-0.0036,8,10,1996,8-Oct-96
10/9/1996,-0.0054,9,10,1996,9-Oct-96
10/10/1996,-0.003,10,10,1996,10-Oct-96
10/11/1996,0.0087,11,10,1996,11-Oct-96
10/14/1996,0.0041,14,10,1996,14-Oct-96
10/15/1996,-0.0014,15,10,1996,15-Oct-96
10/16/1996,0.0027,16,10,1996,16-Oct-96
10/17/1996,0.0037,17,10,1996,17-Oct-96
10/18/1996,0.0054,18,10,1996,18-Oct-96
10/21/1996,-0.0014,21,10,1996,21-Oct-96
10/22/1996,-0.0046,22,10,1996,22-Oct-96
10/23/1996,0.001,23,10,1996,23-Oct-96
10/24/1996,-0.007,24,10,1996,24-Oct-96
10/25/1996,-0.002,25,10,1996,25-Oct-96
10/28/1996,-0.0052,28,10,1996,28-Oct-96
10/29/1996,0.0062,29,10,1996,29-Oct-96
10/30/1996,-0.0006,30,10,1996,30-Oct-96
10/31/1996,0.0063,31,10,1996,31-Oct-96
11/1/1996,-0.002,1,11,1996,1-Nov-96
11/4/1996,0.0043,4,11,1996,4-Nov-96
11/5/1996,0.0105,5,11,1996,5-Nov-96
11/6/1996,0.0148,6,11,1996,6-Nov-96
11/7/1996,0.0044,7,11,1996,7-Nov-96
11/8/1996,0.0044,8,11,1996,8-Nov-96
11/11/1996,0.0014,11,11,1996,11-Nov-96
11/12/1996,-0.003,12,11,1996,12-Nov-96
11/13/1996,0.0024,13,11,1996,13-Nov-96
11/14/1996,0.0066,14,11,1996,14-Nov-96
11/15/1996,0.0024,15,11,1996,15-Nov-96
11/18/1996,-0.0007,18,11,1996,18-Nov-96
11/19/1996,0.007,19,11,1996,19-Nov-96
11/20/1996,0.0026,20,11,1996,20-Nov-96
11/21/1996,-0.0016,21,11,1996,21-Nov-96
11/22/1996,0.0081,22,11,1996,22-Nov-96
11/25/1996,0.0111,25,11,1996,25-Nov-96
11/26/1996,-0.0012,26,11,1996,26-Nov-96
11/27/1996,-0.0011,27,11,1996,27-Nov-96
11/29/1996,0.0027,29,11,1996,29-Nov-96
12/2/1996,-0.0006,2,12,1996,2-Dec-96
12/3/1996,-0.0109,3,12,1996,3-Dec-96
12/4/1996,-0.004,4,12,1996,4-Dec-96
12/5/1996,-0.0008,5,12,1996,5-Dec-96
12/6/1996,-0.0063,6,12,1996,6-Dec-96
12/9/1996,0.0138,9,12,1996,9-Dec-96
12/10/1996,-0.003,10,12,1996,10-Dec-96
12/11/1996,-0.009,11,12,1996,11-Dec-96
12/12/1996,-0.0151,12,12,1996,12-Dec-96
12/13/1996,-0.0009,13,12,1996,13-Dec-96
12/16/1996,-0.0105,16,12,1996,16-Dec-96
12/17/1996,0.007,17,12,1996,17-Dec-96
12/18/1996,0.0076,18,12,1996,18-Dec-96
12/19/1996,0.0195,19,12,1996,19-Dec-96
12/20/1996,0.0042,20,12,1996,20-Dec-96
12/23/1996,-0.0026,23,12,1996,23-Dec-96
12/24/1996,0.0055,24,12,1996,24-Dec-96
12/26/1996,0.0064,26,12,1996,26-Dec-96
12/27/1996,0.0017,27,12,1996,27-Dec-96
12/30/1996,-0.0039,30,12,1996,30-Dec-96
12/31/1996,-0.0173,31,12,1996,31-Dec-96
1/2/1997,-0.005,2,1,1997,2-Jan-97
1/3/1997,0.015,3,1,1997,3-Jan-97
1/6/1997,-0.0005,6,1,1997,6-Jan-97
1/7/1997,0.0075,7,1,1997,7-Jan-97
1/8/1997,-0.0061,8,1,1997,8-Jan-97
1/9/1997,0.0086,9,1,1997,9-Jan-97
1/10/1997,0.0062,10,1,1997,10-Jan-97
1/13/1997,0.0001,13,1,1997,13-Jan-97
1/14/1997,0.0123,14,1,1997,14-Jan-97
1/15/1997,-0.0021,15,1,1997,15-Jan-97
1/16/1997,0.0034,16,1,1997,16-Jan-97
1/17/1997,0.0084,17,1,1997,17-Jan-97
1/20/1997,0.0007,20,1,1997,20-Jan-97
1/21/1997,0.0078,21,1,1997,21-Jan-97
1/22/1997,0.0046,22,1,1997,22-Jan-97
1/23/1997,-0.011,23,1,1997,23-Jan-97
1/24/1997,-0.0091,24,1,1997,24-Jan-97
1/27/1997,-0.0071,27,1,1997,27-Jan-97
1/28/1997,0.0001,28,1,1997,28-Jan-97
1/29/1997,0.01,29,1,1997,29-Jan-97
1/30/1997,0.0152,30,1,1997,30-Jan-97
1/31/1997,0.0025,31,1,1997,31-Jan-97
2/3/1997,0.0008,3,2,1997,3-Feb-97
2/4/1997,0.0033,4,2,1997,4-Feb-97
2/5/1997,-0.0137,5,2,1997,5-Feb-97
2/6/1997,0.0027,6,2,1997,6-Feb-97
2/7/1997,0.0121,7,2,1997,7-Feb-97
2/10/1997,-0.0052,10,2,1997,10-Feb-97
2/11/1997,0.0053,11,2,1997,11-Feb-97
2/12/1997,0.017,12,2,1997,12-Feb-97
2/13/1997,0.0114,13,2,1997,13-Feb-97
2/14/1997,-0.0041,14,2,1997,14-Feb-97
2/18/1997,0.0099,18,2,1997,18-Feb-97
2/19/1997,-0.0046,19,2,1997,19-Feb-97
2/20/1997,-0.0119,20,2,1997,20-Feb-97
2/21/1997,-0.0013,21,2,1997,21-Feb-97
2/24/1997,0.0106,24,2,1997,24-Feb-97
2/25/1997,0.0023,25,2,1997,25-Feb-97
2/26/1997,-0.0077,26,2,1997,26-Feb-97
2/27/1997,-0.013,27,2,1997,27-Feb-97
2/28/1997,-0.0053,28,2,1997,28-Feb-97
3/3/1997,0.0057,3,3,1997,3-Mar-97
3/4/1997,-0.0053,4,3,1997,4-Mar-97
3/5/1997,0.0143,5,3,1997,5-Mar-97
3/6/1997,-0.0042,6,3,1997,6-Mar-97
3/7/1997,0.008,7,3,1997,7-Mar-97
3/10/1997,0.0108,10,3,1997,10-Mar-97
3/11/1997,-0.0028,11,3,1997,11-Mar-97
3/12/1997,-0.0085,12,3,1997,12-Mar-97
3/13/1997,-0.0181,13,3,1997,13-Mar-97
3/14/1997,0.0046,14,3,1997,14-Mar-97
3/17/1997,0.0032,17,3,1997,17-Mar-97
3/18/1997,-0.0076,18,3,1997,18-Mar-97
3/19/1997,-0.0049,19,3,1997,19-Mar-97
3/20/1997,-0.0039,20,3,1997,20-Mar-97
3/21/1997,0.0019,21,3,1997,21-Mar-97
3/24/1997,0.0087,24,3,1997,24-Mar-97
3/25/1997,-0.0022,25,3,1997,25-Mar-97
3/26/1997,0.0021,26,3,1997,26-Mar-97
3/27/1997,-0.021,27,3,1997,27-Mar-97
3/31/1997,-0.0217,31,3,1997,31-Mar-97
4/1/1997,0.0033,1,4,1997,1-Apr-97
4/2/1997,-0.0124,2,4,1997,2-Apr-97
4/3/1997,0.0003,3,4,1997,3-Apr-97
4/4/1997,0.0101,4,4,1997,4-Apr-97
4/7/1997,0.0056,7,4,1997,7-Apr-97
4/8/1997,0.0055,8,4,1997,8-Apr-97
4/9/1997,-0.0071,9,4,1997,9-Apr-97
4/10/1997,-0.0029,10,4,1997,10-Apr-97
4/11/1997,-0.0272,11,4,1997,11-Apr-97
4/14/1997,0.0082,14,4,1997,14-Apr-97
4/15/1997,0.0148,15,4,1997,15-Apr-97
4/16/1997,0.0117,16,4,1997,16-Apr-97
4/17/1997,-0.0023,17,4,1997,17-Apr-97
4/18/1997,0.006,18,4,1997,18-Apr-97
4/21/1997,-0.0078,21,4,1997,21-Apr-97
4/22/1997,0.0187,22,4,1997,22-Apr-97
4/23/1997,-0.0012,23,4,1997,23-Apr-97
4/24/1997,-0.0032,24,4,1997,24-Apr-97
4/25/1997,-0.0075,25,4,1997,25-Apr-97
4/28/1997,0.01,28,4,1997,28-Apr-97
4/29/1997,0.0273,29,4,1997,29-Apr-97
4/30/1997,0.0094,30,4,1997,30-Apr-97
5/1/1997,-0.0034,1,5,1997,1-May-97
5/2/1997,0.0181,2,5,1997,2-May-97
5/5/1997,0.0213,5,5,1997,5-May-97
5/6/1997,-0.0029,6,5,1997,6-May-97
5/7/1997,-0.0145,7,5,1997,7-May-97
5/8/1997,0.0057,8,5,1997,8-May-97
5/9/1997,0.0058,9,5,1997,9-May-97
5/12/1997,0.0157,12,5,1997,12-May-97
5/13/1997,-0.0052,13,5,1997,13-May-97
5/14/1997,0.0036,14,5,1997,14-May-97
5/15/1997,0.0073,15,5,1997,15-May-97
5/16/1997,-0.0142,16,5,1997,16-May-97
5/19/1997,0.0043,19,5,1997,19-May-97
5/20/1997,0.0101,20,5,1997,20-May-97
5/21/1997,-0.0026,21,5,1997,21-May-97
5/22/1997,-0.0044,22,5,1997,22-May-97
5/23/1997,0.0136,23,5,1997,23-May-97
5/27/1997,0.0032,27,5,1997,27-May-97
5/28/1997,-0.0028,28,5,1997,28-May-97
5/29/1997,-0.0035,29,5,1997,29-May-97
5/30/1997,0.005,30,5,1997,30-May-97
6/2/1997,-0.0023,2,6,1997,2-Jun-97
6/3/1997,-0.001,3,6,1997,3-Jun-97
6/4/1997,-0.0061,4,6,1997,4-Jun-97
6/5/1997,0.0041,5,6,1997,5-Jun-97
6/6/1997,0.0173,6,6,1997,6-Jun-97
6/9/1997,0.0057,9,6,1997,9-Jun-97
6/10/1997,0.0028,10,6,1997,10-Jun-97
6/11/1997,0.0052,11,6,1997,11-Jun-97
6/12/1997,0.0162,12,6,1997,12-Jun-97
6/13/1997,0.0111,13,6,1997,13-Jun-97
6/16/1997,0.0007,16,6,1997,16-Jun-97
6/17/1997,0.0006,17,6,1997,17-Jun-97
6/18/1997,-0.0059,18,6,1997,18-Jun-97
6/19/1997,0.0101,19,6,1997,19-Jun-97
6/20/1997,0.0008,20,6,1997,20-Jun-97
6/23/1997,-0.0223,23,6,1997,23-Jun-97
6/24/1997,0.0202,24,6,1997,24-Jun-97
6/25/1997,-0.0082,25,6,1997,25-Jun-97
6/26/1997,-0.0058,26,6,1997,26-Jun-97
6/27/1997,0.0041,27,6,1997,27-Jun-97
6/30/1997,-0.0024,30,6,1997,30-Jun-97
7/1/1997,0.0068,1,7,1997,1-Jul-97
7/2/1997,0.0147,2,7,1997,2-Jul-97
7/3/1997,0.0143,3,7,1997,3-Jul-97
7/7/1997,-0.0051,7,7,1997,7-Jul-97
7/8/1997,0.0074,8,7,1997,8-Jul-97
7/9/1997,-0.0122,9,7,1997,9-Jul-97
7/10/1997,0.0069,10,7,1997,10-Jul-97
7/11/1997,0.0033,11,7,1997,11-Jul-97
7/14/1997,0.0019,14,7,1997,14-Jul-97
7/15/1997,0.008,15,7,1997,15-Jul-97
7/16/1997,0.0118,16,7,1997,16-Jul-97
7/17/1997,-0.0053,17,7,1997,17-Jul-97
7/18/1997,-0.0175,18,7,1997,18-Jul-97
7/21/1997,-0.0026,21,7,1997,21-Jul-97
7/22/1997,0.023,22,7,1997,22-Jul-97
7/23/1997,0.0028,23,7,1997,23-Jul-97
7/24/1997,0.004,24,7,1997,24-Jul-97
7/25/1997,-0.0016,25,7,1997,25-Jul-97
7/28/1997,-0.0025,28,7,1997,28-Jul-97
7/29/1997,0.0063,29,7,1997,29-Jul-97
7/30/1997,0.0108,30,7,1997,30-Jul-97
7/31/1997,0.0022,31,7,1997,31-Jul-97
8/1/1997,-0.0075,1,8,1997,1-Aug-97
8/4/1997,0.0034,4,8,1997,4-Aug-97
8/5/1997,0.0022,5,8,1997,5-Aug-97
8/6/1997,0.0084,6,8,1997,6-Aug-97
8/7/1997,-0.0094,7,8,1997,7-Aug-97
8/8/1997,-0.0186,8,8,1997,8-Aug-97
8/11/1997,0.004,11,8,1997,11-Aug-97
8/12/1997,-0.0111,12,8,1997,12-Aug-97
8/13/1997,-0.0046,13,8,1997,13-Aug-97
8/14/1997,0.003,14,8,1997,14-Aug-97
8/15/1997,-0.0259,15,8,1997,15-Aug-97
8/18/1997,0.0131,18,8,1997,18-Aug-97
8/19/1997,0.0148,19,8,1997,19-Aug-97
8/20/1997,0.0146,20,8,1997,20-Aug-97
8/21/1997,-0.0152,21,8,1997,21-Aug-97
8/22/1997,-0.0016,22,8,1997,22-Aug-97
8/25/1997,-0.0037,25,8,1997,25-Aug-97
8/26/1997,-0.0077,26,8,1997,26-Aug-97
8/27/1997,0.0009,27,8,1997,27-Aug-97
8/28/1997,-0.0108,28,8,1997,28-Aug-97
8/29/1997,-0.0046,29,8,1997,29-Aug-97
9/2/1997,0.0313,2,9,1997,2-Sep-97
9/3/1997,0.0006,3,9,1997,3-Sep-97
9/4/1997,0.0033,4,9,1997,4-Sep-97
9/5/1997,-0.0019,5,9,1997,5-Sep-97
9/8/1997,0.0024,8,9,1997,8-Sep-97
9/9/1997,0.0026,9,9,1997,9-Sep-97
9/10/1997,-0.0156,10,9,1997,10-Sep-97
9/11/1997,-0.0067,11,9,1997,11-Sep-97
9/12/1997,0.0124,12,9,1997,12-Sep-97
9/15/1997,-0.0043,15,9,1997,15-Sep-97
9/16/1997,0.0281,16,9,1997,16-Sep-97
9/17/1997,-0.0027,17,9,1997,17-Sep-97
9/18/1997,0.0046,18,9,1997,18-Sep-97
9/19/1997,0.0034,19,9,1997,19-Sep-97
9/22/1997,0.0052,22,9,1997,22-Sep-97
