date,lb_m_1,lb_m_3,lb_m_6,lb_m_12,lb_m_orig_1,lb_m_orig_3,lb_m_orig_6,lb_m_orig_12,lb_cylr_1,lb_cylr_3,lb_cylr_6,lb_cylr_12,lb_cylr_orig_1,lb_cylr_orig_3,lb_cylr_orig_6,lb_cylr_orig_12
1990-02-15,4.076635319186783,3.711194963499536,3.195275017333352,3.023947911773002,,,,,5.064785326111135,4.592876704450843,3.9873747505273296,3.7883116007114164,,,,
1990-02-16,3.9973331360862137,3.7091121399400837,3.192525030438044,3.0249905310859027,,,,,4.896952292236778,4.553966867611639,3.953498306131327,3.7591072550369913,,,,
1990-02-20,5.031762935806982,4.1675227459835105,3.6646728355174867,3.547759438688045,,,,,6.0827530550043,5.060600618348149,4.480341305453978,4.346232707830394,,,,
1990-02-21,5.145469475323926,4.510657228722422,3.861050495217687,3.73934407563557,,,,,6.044721985362903,5.323620106310633,4.686041521047614,4.546334648555285,,,,
1990-02-22,4.874524995123986,4.556997911949421,3.9238533467773924,3.764789875282261,,,,,5.65597940482718,5.4001335742259124,4.740848647733876,4.557322729206837,,,,
1990-02-23,5.018280058393156,4.753348483788463,4.10049520369435,3.9579710925034672,,,,,5.836167135513215,5.703750440329695,4.993050091477579,4.820761421406985,,,,
1990-02-26,4.760594254691244,4.36778725212821,3.7629082679842702,3.657761935263068,,,,,5.662899304378744,5.2603521064590275,4.620677986188509,4.510294553953357,,,,
1990-02-27,4.397444194101341,4.157240398304342,3.601069851778364,3.4986170872480544,,,,,5.225574559667844,5.027702263012075,4.440107103470494,4.329736901096726,,,,
1990-02-28,4.085535567286331,3.988584214877107,3.5805440537121265,3.5139151082312035,,,,,4.807104843519709,4.889675531186306,4.463544422869301,4.392425616292086,,,,
1990-03-01,3.956504620660309,3.869982017187306,3.4327469477164003,3.3602151340055757,,,,,4.656890378107801,4.786086730043441,4.334378494395944,4.255816730992276,,,,
1990-03-02,3.6568262197780097,3.6673577493598097,3.2135829609055597,3.138511505460553,,,,,4.378572427261653,4.574937241440053,4.089058484645716,4.006675359557418,,,,
1990-03-05,3.912606274310361,3.734002761287035,3.2286394570749124,3.161275811627458,,,,,4.593505727973736,4.600274444744664,4.073735095432231,4.001154231519796,,,,
1990-03-06,3.2736602046242314,3.3902910608922574,3.0847405348554284,3.0445629862588066,,,,,3.857587473312866,4.22061534952831,3.9488828014008437,3.9104631239077507,,,,
1990-03-07,3.5199121058781313,3.507244554428975,3.1770923661135515,3.1376776921843166,,,,,4.133956670850061,4.360680310950148,4.078334198644102,4.042508097674428,,,,
1990-03-08,3.140235500337112,3.351459458791152,3.1328850578854817,3.1062630545946814,,,,,3.692485718777748,4.202478314804643,4.0497215728816744,4.027869227363598,,,,
1990-03-09,3.3417532495914233,3.4752259757961297,3.1633875156995797,3.130132558001425,,,,,3.9732927885591387,4.33425297513991,4.070029955612734,4.040263880542066,,,,
1990-03-12,3.3740965787751382,3.3744079571969525,3.151498372588836,3.133112792916324,,,,,4.029957289530111,4.2137550009637526,4.0528372295212,4.038807732035489,,,,
1990-03-13,3.636839351125066,3.6080014222951076,3.2301066685177466,3.2017454002326313,,,,,4.344275625329906,4.485511001701862,4.110538252160731,4.081881649010148,,,,
1990-03-14,3.1969533928261438,3.3596318401127667,3.146039337972849,3.1311024071470515,,,,,3.8268827497769498,4.166036936872549,3.990374696855775,3.9776540396324904,,,,
1990-03-15,2.9378692850639356,3.1941994375662857,3.0098308101808366,2.9981250647298636,,,,,3.504269559785049,3.982270101824622,3.8283502287731634,3.8182116911096338,,,,
1990-03-16,2.4772791734204906,2.972069007142911,2.8601083972456833,2.853553315972453,,,,,2.978263894456792,3.7427559475007706,3.7138996864780256,3.7117022589950794,,,,
1990-03-19,2.6950837648453745,2.886814385242955,2.877616148747347,3.140768525650501,,,,,3.2213268027711974,3.5556390051779565,3.858213941648208,4.34937309073473,,,,
1990-03-20,3.0571788085120026,3.266241888078562,3.209229554548428,3.4072199921895177,,,,,3.6413536646998423,4.031948063045545,4.236041598464186,4.64460796424421,,,,
1990-03-21,3.4821625570160277,3.360571670952297,3.2980051468603966,3.478708594829958,,,,,4.168184356224654,4.127737043950906,4.3274279676574565,4.736457143544121,,,,
1990-03-22,4.042319546671752,3.836897341799866,3.828403582403165,3.8715887594193754,,,,,4.817883865639136,4.696301308309925,4.9879770668122445,5.1816432405470145,,,,
1990-03-23,3.5280902712448867,3.7358027679806227,3.6506516005943688,3.7507717005623693,,,,,4.163319064172661,4.541663904133535,4.703400463703853,5.032627913582184,,,,
1990-03-26,3.6203027875128506,3.6058390853375832,3.4512337638309853,3.6462779875839733,,,,,4.189142422047551,4.356260678120749,4.461183406519606,4.857362625498383,,,,
1990-03-27,3.2330482145804695,3.379738026502013,3.3135148776460794,3.489842918768359,,,,,3.8254642526582785,4.13067940531935,4.3770145228068325,4.714356152170642,,,,
1990-03-28,3.2105666212314405,3.390574040224481,3.2858584082037448,3.4607159652212123,,,,,3.7575171763042827,4.173415645109419,4.346564944712254,4.687526057320417,,,,
1990-03-29,3.3348954399775077,3.5750609169400405,3.438954968786497,3.570628930242423,,,,,3.8752076230112205,4.402337029044183,4.529746533106612,4.809084987881001,,,,
1990-03-30,3.5174548893679445,3.755032553967613,3.535835648908466,3.643484803725241,,,,,3.9222117783215134,4.636584576368693,4.650098316921865,4.914923312268671,,,,
1990-04-02,4.37780594879731,3.9624495683663943,3.716353933395438,3.8249034731181473,,,,,5.039795869551066,4.872785887794295,4.850382642900515,5.08858245799399,,,,
1990-04-03,3.6492379957781833,3.688366397078645,3.461449905827646,3.5733091708230407,,,,,4.163863811918347,4.615259367498359,4.6120685562681905,4.838961595926421,,,,
1990-04-04,4.440351275792416,4.029015681881546,3.753899069376095,3.8400213301827266,,,,,5.032377465560348,5.012603454624584,4.9488391185003655,5.156339397322211,,,,
1990-04-05,4.206700278815031,3.941843310895484,3.681891097885013,3.76795721415711,,,,,4.745476410069565,4.864180075555534,4.802347980204229,5.0165385863842955,,,,
1990-04-06,4.30633027250202,3.936566177298679,3.6357228031854967,3.693663517332804,,,,,4.873871998794511,4.841192338649405,4.7327762826006605,4.901030280027431,,,,
1990-04-09,4.319586456717387,3.8527459189799593,3.5661195284589295,3.5856231814428123,,,,,4.960257626537188,4.791150309192445,4.67156341991261,4.760717511652001,,,,
1990-04-10,4.0565751112005195,3.723542919444109,3.516542384552706,3.525903856711568,,,,,4.700343080128291,4.665712363706731,4.63665392277137,4.716240063175614,,,,
1990-04-11,2.698355852276052,3.711571220890993,3.5124518710452217,3.525387939031113,,,,,2.834396702162062,4.624978839996915,4.600057026101459,4.681629866265401,,,,
1990-04-12,3.4260131402035268,3.4032310309080813,3.2640272242258157,3.3510345295415176,,,,,3.911285915291815,4.253789828584862,4.295516740288185,4.466772657698264,,,,
1990-04-16,3.6599796699087004,3.5008342162894017,3.311120343206416,3.323692045127609,,,,,4.282613939793597,4.429363210832887,4.367081677990576,4.4173096700931165,,,,
1990-04-17,3.4229347488681516,3.377999013666449,3.2879558131498836,3.3322390633337666,,,,,4.051142582871455,4.2460509758359395,4.320310997197323,4.436632440064531,,,,
1990-04-18,4.163145034745694,3.811182367136752,3.6598575534168507,3.627027886416503,,,,,4.809505528595473,4.769694772461651,4.787049537266925,4.785874363859814,,,,
1990-04-19,4.257824651271287,3.923528833655296,3.8027527628819535,3.7957521636733373,,,,,4.885998813258246,4.868594046034379,4.92324396485032,4.9707664123098585,,,,
1990-04-20,4.55428684503898,4.031355599757172,3.9137261521260847,3.9535699987869037,,,,,5.248129731818131,4.996442359217283,5.032703213593563,5.144002629223974,,,,
1990-04-23,4.83079956658382,4.050048482959459,4.041037209587497,4.158171842422918,,,,,5.54032996440729,4.940404864389832,5.112357623135735,5.348375347630781,,,,
