bound,truncation,horizon,date,smean,tight,rbound,rgw,rgwbound,rcombo_gw,rcombo_gwbound,outcome,mkt,zero
lb_cylr,not_truncated,1,1998-02-28,15.342236841584059,3.4078640210533084,16.79460783666279,2.8099886739857993,2.256299558654465,16.654973482380967,15.998605161982514,47.20746105103446,8.413534883720931,0.0
lb_cylr,not_truncated,1,1998-03-31,18.001606900781983,5.742078731175208,25.303007222844602,14.725816461236263,20.933745556842933,17.319693970479282,17.660650435630632,8.345036136584838,8.470104529616725,0.0
lb_cylr,not_truncated,1,1998-04-30,16.715118438862017,4.553131388085515,20.75928904716556,16.331093894893684,15.294716987711551,17.271971128640814,16.993544783751418,-26.345406092989432,8.470440835266821,0.0
lb_cylr,not_truncated,1,1998-05-31,16.33165916958924,4.600277364131254,20.10334846999901,2.1674255472901223,4.2418517280916,15.640514150337717,15.98608665996348,49.37716366066116,8.417937427578215,0.0
lb_cylr,not_truncated,1,1998-06-30,15.790417818778142,3.731852800537264,17.738688806653578,11.971513313793366,5.816013161792421,17.188192326489894,16.489305072634018,6.361438193736202,8.452361111111111,0.0
lb_cylr,not_truncated,1,1998-07-31,18.124853326687507,6.158729285162725,25.565916316463618,10.526045823680533,14.183038981740882,16.864863102809263,17.494858214748383,-176.99694773958953,8.408462427745665,0.0
lb_cylr,not_truncated,1,1998-08-31,35.13234076307489,25.060603139669308,50.52936451497351,27.811352115191085,52.715877476969034,15.820774285104298,25.476557524089596,70.77345979236114,8.175935334872978,0.0
lb_cylr,not_truncated,1,1998-09-30,26.415064621874286,16.00062393087941,41.71309882558171,58.125753275432544,52.33421689441884,17.960012489283184,22.187538555578733,76.46248824762685,8.251626297577856,0.0
lb_cylr,not_truncated,1,1998-10-31,18.494610082657147,7.6035272618932,25.468486541704056,42.674284930677686,37.729928427503204,16.22299998413167,17.358805033394408,82.66265465169296,8.340691244239633,0.0
lb_cylr,not_truncated,1,1998-11-30,18.413586110002676,6.917144378210091,25.04182544749313,13.38171807623712,16.210208814196882,16.11820284859296,17.26589447929782,67.89758654052731,8.415327963176065,0.0
lb_cylr,not_truncated,1,1998-12-31,17.967413960450703,6.008504934914893,23.242531038103788,38.10239213729824,33.93378755952703,18.604983045470423,18.286198502960563,29.586280289958555,8.490620689655172,0.0
lb_cylr,not_truncated,1,1999-01-31,19.078113622236202,7.011622501056802,26.340036828023905,37.57201160420527,36.71628643917924,18.625636084613532,18.851874853424867,-54.47355422506472,8.529092996555683,0.0
lb_cylr,not_truncated,1,1999-02-28,19.018563864121038,7.626858686494859,26.327344616663535,20.196594051823013,20.830806408846765,16.70645011513063,17.862506989625835,64.34735260278926,8.463165137614679,0.0
lb_cylr,not_truncated,1,1999-03-31,17.121142168897904,5.317357093647469,20.64097332859469,14.566481136344464,9.803109684253103,17.246708490097355,17.18392532949763,40.4090787337795,8.500893470790379,0.0
lb_cylr,not_truncated,1,1999-04-30,18.191911815546934,6.17832550998225,23.376676437904926,2.1457554783401065,1.9143424571766552,16.53181237762348,17.361862096585206,-39.62057626436746,8.550617848970251,0.0
lb_cylr,not_truncated,1,1999-05-31,18.098522668902316,6.601119292622581,23.574305059733938,14.788762670376855,13.993253690940884,16.97643624420335,17.53747945655283,41.91929973516552,8.50710857142857,0.0
lb_cylr,not_truncated,1,1999-06-30,16.329952308811563,4.62174559566224,18.34649786967431,17.407673396802238,15.38551556453604,17.281756188921726,16.805854248866645,-40.83760913853283,8.562739726027397,0.0
lb_cylr,not_truncated,1,1999-07-31,17.370647352808774,6.163910476916858,21.994986854555652,-0.07106583551376389,5.088573488968551,14.780496897935329,16.07557212537205,-7.169782475506592,8.50522234891676,0.0
lb_cylr,not_truncated,1,1999-08-31,16.88938643686498,5.896044602958417,20.850533116511713,8.870749934502328,8.62624661538503,15.338095164286187,16.113740800575584,-38.02453616544175,8.476674259681094,0.0
lb_cylr,not_truncated,1,1999-09-30,16.657419190932238,6.137473241528318,20.684259296483198,4.069129685575717,4.256283264714341,13.937157270251227,15.297288230591732,71.88837636980558,8.428941979522184,0.0
lb_cylr,not_truncated,1,1999-10-31,15.651729154914214,4.659723742443003,17.460959430110748,33.00937047772322,21.199467853891505,16.99252105224268,16.322125103578447,20.688459538652104,8.502818181818181,0.0
lb_cylr,not_truncated,1,1999-11-30,16.459341674304234,5.424652106038636,19.536865339122038,4.755291405913795,8.239017611605247,15.08736908710638,15.773355380705308,62.54969945018294,8.539069239500568,0.0
lb_cylr,not_truncated,1,1999-12-31,17.18037502454692,5.758371525391581,20.93426940253225,5.2154913633698925,10.445932997691015,15.811476832371751,16.495925928459336,-52.492015267670624,8.634421768707483,0.0
lb_cylr,not_truncated,1,2000-01-31,16.67239934853494,5.830999101814752,20.227691425302446,14.916315904902149,4.389357642583821,16.541309871754628,16.606854610144786,-15.408572420123525,8.560226500566252,0.0
lb_cylr,not_truncated,1,2000-02-29,15.512332698002712,4.936064449370607,17.513979297349074,-14.160792159805169,-19.961714538793572,14.1982156168779,14.855274157440306,120.30173594870472,8.583800904977375,0.0
lb_cylr,not_truncated,1,2000-03-31,16.91665151663697,5.481453733163047,19.946863282768028,34.722000290214964,24.53253455552157,18.806503287631287,17.86157740213413,-48.44210883676175,8.644610169491525,0.0
lb_cylr,not_truncated,1,2000-04-30,17.33971083825506,6.435885090174619,21.63401026740629,53.389748323651474,34.128630526547255,18.500705981207076,17.920208409731067,-30.611819476348543,8.548171557562076,0.0
lb_cylr,not_truncated,1,2000-05-31,15.776601572762793,5.259481714316254,18.02566530601407,33.989001499058986,19.482372391131083,16.034048828331695,15.905325200547244,15.920043154464114,8.478737316798197,0.0
lb_cylr,not_truncated,1,2000-06-30,14.055548310416304,3.5372809193161547,13.825766470800353,11.227746210981877,6.201421266967635,14.374826602234046,14.215187456325175,-17.501521316938096,8.531891891891892,0.0
lb_cylr,not_truncated,1,2000-07-31,14.419823664964106,4.152009207414389,15.070621671870287,7.016497209944873,4.971582981324836,14.206690692489543,14.313257178726825,62.22535101838407,8.488413948256468,0.0
lb_cylr,not_truncated,1,2000-08-31,13.36547403982132,2.7212381070478227,11.946971606689598,7.096147032505996,2.911569099573981,15.063240612040968,14.214357325931143,-68.85097040239413,8.573662921348314,0.0
lb_cylr,not_truncated,1,2000-09-30,13.262212805914562,3.260292845345873,12.607263673309665,2.583445019664623,0.697371577730042,13.076631774845481,13.169422290380021,-36.95329616085958,8.49063973063973,0.0
lb_cylr,not_truncated,1,2000-10-31,14.882194156000597,5.269541706802251,17.30131355037375,26.278865537534557,9.025903852650675,14.149096581944029,14.515645368972313,-100.2168422191588,8.443991031390135,0.0
lb_cylr,not_truncated,1,2000-11-30,16.54704655640296,7.819771310090457,22.2234606732068,14.097148796048259,20.49107756984381,11.44810655292562,13.99757655466429,-33.704698480641504,8.290481522956327,0.0
lb_cylr,not_truncated,1,2000-12-31,15.072716957226463,6.729042818066969,18.642395864215832,28.995296695254183,16.90952990882863,11.193489980266765,13.133103468746615,35.81797788103298,8.297181208053692,0.0
lb_cylr,not_truncated,1,2001-01-31,13.174197157382192,4.673361950618102,14.305383981782258,24.09050918345747,10.258118111072857,10.803736327820463,11.988966742601328,-119.31934157148008,8.329877094972067,0.0
lb_cylr,not_truncated,1,2001-02-28,14.771306378008187,7.26666319176186,18.74574555338771,1.1501757417527187,21.580788364449973,8.57236424319001,11.6718353105991,-92.9903144423324,8.185982142857142,0.0
lb_cylr,not_truncated,1,2001-03-31,14.242822920499638,7.542370934405104,17.32872066439566,20.58218111740962,8.45738549532635,8.573321616259637,11.408072268379637,105.7611059055235,8.079732441471572,0.0
lb_cylr,not_truncated,1,2001-04-30,13.267974383934384,5.8896091905433785,15.514664866432426,31.76732841550438,17.640046382706036,9.97114753123589,11.619560957585136,-3.073406458658745,8.176837416481069,0.0
lb_cylr,not_truncated,1,2001-05-31,12.104307530437257,4.846099549124144,13.172726851695291,-16.235759045988743,-4.9057995931184415,8.27299568040285,10.188651605420054,-32.60379410783764,8.177352614015572,0.0
lb_cylr,not_truncated,1,2001-06-30,10.241369110490442,3.3094976374859044,9.702334080473733,-18.66161639215852,-13.986447860331863,8.2015744564503,9.22147178347037,-14.989237669153432,8.1424,0.0
lb_cylr,not_truncated,1,2001-07-31,11.178034117723602,4.428993128629527,11.787700102143837,-0.22425328419740254,-3.480129124829972,9.120873343733713,10.149453730728657,-63.92274633642563,8.104994450610432,0.0
lb_cylr,not_truncated,1,2001-08-31,12.092398368835362,5.88365076430351,14.120156845528536,-26.64005086220004,-20.477451748527958,7.13151991124318,9.611959140039271,-76.89261381178368,8.010066518847006,0.0
lb_cylr,not_truncated,1,2001-09-30,15.36935961506623,9.796219240395944,20.399737400146087,-18.86362819801934,-17.82827942399105,6.587438228150223,10.978398921608227,42.24794046893771,7.878272425249169,0.0
lb_cylr,not_truncated,1,2001-10-31,16.472680175351385,10.70891156767492,22.91348163308753,-10.925351313910596,13.18779785641589,7.259470138341293,11.866075156846339,90.86125565730612,7.902212389380532,0.0
lb_cylr,not_truncated,1,2001-11-30,11.675989870245736,5.388358054949871,13.532567807529636,-15.138229036580015,-11.040012657883395,8.375447603871255,10.025718737058495,16.024662526891476,7.993458563535912,0.0
lb_cylr,not_truncated,1,2001-12-31,11.630798467040368,5.312756353446278,13.380764289150568,9.464929693844624,12.274093470418084,9.349089509609236,10.489943988324802,-19.143068835401287,8.005827814569535,0.0
lb_cylr,not_truncated,1,2002-01-31,10.627170477199062,4.522835775427484,11.32902101801975,-11.607330764569724,-13.815337364417797,7.532431621799014,9.079801049499038,25.121468002149072,7.97794928335171,0.0
lb_cylr,not_truncated,1,2002-02-28,10.850307318749591,4.646011944392151,11.705878896467416,-1.6139646556853222,-5.896538995288484,7.995032553859115,9.422669936304352,42.00007351437822,7.938898678414096,0.0
lb_cylr,not_truncated,1,2002-03-31,9.366822414671885,2.949172477330688,8.060022227696223,-11.14418045372122,-10.075833891068637,8.8350733800119,9.100947897341893,-86.96341668870278,7.986138613861386,0.0
lb_cylr,not_truncated,1,2002-04-30,10.249528016047318,4.48718582770867,10.952625791773668,-14.146123903043645,-6.667940809733079,6.867327642716321,8.55842782938182,-14.18758274126719,7.908791208791209,0.0
lb_cylr,not_truncated,1,2002-05-31,9.596887261548035,3.999660686434485,9.637699170681191,23.494188058664804,14.545359238510308,8.24613592912082,8.921511595334428,-111.15142080271065,7.881931942919868,0.0
lb_cylr,not_truncated,1,2002-06-30,10.989854773403971,6.203019527580747,13.973597982323593,9.932040657533435,17.910666252126397,6.104922431583338,8.547388602493655,-104.39234556382786,7.778421052631579,0.0
lb_cylr,not_truncated,1,2002-07-31,14.010727798629201,9.993107221720855,20.877920854231526,72.05858334995764,30.213459990991204,6.206793198852222,10.108760498740711,9.066014608181304,7.6623877327491785,0.0
lb_cylr,not_truncated,1,2002-08-31,14.847470280401698,10.862596148463206,22.317699406867757,12.5751036930817,23.89339918613313,5.379276518404706,10.113373399403201,-89.70008776215832,7.660568927789933,0.0
lb_cylr,not_truncated,1,2002-09-30,18.69504997140782,15.397988721328275,25.097089433403994,-9.330388702656819,35.06608487245987,4.496305747866138,11.595677859636979,99.02620041905888,7.516459016393443,0.0
lb_cylr,not_truncated,1,2002-10-31,13.38781828082673,9.56571683174293,19.32458492838145,29.216072150340096,9.496332863959921,5.300268451048456,9.344043365937594,66.67175776437571,7.610960698689957,0.0
lb_cylr,not_truncated,1,2002-11-30,11.616790888695256,7.448689832575425,15.718630415721709,-0.38709553103171856,12.907730168892968,5.805084643150388,8.710937765922822,-71.8240105055556,7.680654307524537,0.0
lb_cylr,not_truncated,1,2002-12-31,12.046788958744521,8.41701565355534,16.59181220445989,-9.121865023050304,12.922366942616947,5.101531121540436,8.574160040142479,-33.20816638285522,7.596993464052288,0.0
lb_cylr,not_truncated,1,2003-01-31,13.250100424088917,9.910422986474092,18.64684756188879,-11.821367043351756,6.317542596543511,4.650874807108438,8.950487615598677,-46.42670171920593,7.555168661588683,0.0
lb_cylr,not_truncated,1,2003-02-28,11.67119921330076,8.711628795706922,14.910603677508819,-34.91863469823966,-14.088671554581325,3.791527176645837,7.731363194973298,11.180212915334664,7.522434782608696,0.0
lb_cylr,not_truncated,1,2003-03-31,11.497947369264113,8.54148445988525,14.551239261958557,-4.125959517448791,-0.8193484357686103,4.448695308592501,7.973321338928306,97.89803949592306,7.528469055374593,0.0
lb_cylr,not_truncated,1,2003-04-30,7.910314058249151,4.410454343042246,7.99632086851376,-2.6884337730932657,-7.324368641745771,5.371089070437149,6.64070156434315,62.90666171233097,7.627288503253796,0.0
lb_cylr,not_truncated,1,2003-05-31,7.591196005284393,3.747609117239476,7.061408141533239,-0.9912586914565509,-7.283464383651921,5.517073094112675,6.554134549698534,14.077804465029686,7.697681473456121,0.0
lb_cylr,not_truncated,1,2003-06-30,7.726294152512909,3.8424177709292016,7.288944252548233,-5.081343888878564,-6.029950980652032,5.201273181937652,6.463783667225281,16.835033933512644,7.707792207792207,0.0
lb_cylr,not_truncated,1,2003-07-31,7.669075823446647,3.728972653091336,7.130880311729847,-6.516344576642041,0.38928671469610876,5.559771536817546,6.614423680132097,22.86866441234281,7.729945945945945,0.0
lb_cylr,not_truncated,1,2003-08-31,7.388289762557484,3.3549375824543435,6.5130344678547,-8.318977400271024,-0.1475915414451805,5.516519823704962,6.4524047931312225,-13.85190813919519,7.7519222462203015,0.0
lb_cylr,not_truncated,1,2003-09-30,9.004514055102705,5.10067527683952,9.746730263571427,1.0442849181931706,10.248897197481785,5.881001620742634,7.442757837922669,62.80397327218008,7.7275080906148865,0.0
lb_cylr,not_truncated,1,2003-10-31,6.6880290923971035,2.45813298554557,4.923384194795932,13.18354190975947,13.883906579722822,6.93684332943617,6.812436210916637,19.427322753314247,7.797801724137931,0.0
lb_cylr,not_truncated,1,2003-11-30,6.9001365004921205,2.593497660743496,5.301946814597308,19.018574422791744,23.715468758647187,7.565816352316154,7.232976426404138,58.64008353848913,7.806846071044133,0.0
lb_cylr,not_truncated,1,2003-12-31,7.9221721242134056,3.305713242321087,7.0539726823854885,24.232733349131877,32.59914197357995,8.057590786579032,7.989881455396219,26.584334990085967,7.853806451612903,0.0
lb_cylr,not_truncated,1,2004-01-31,7.341927235940707,2.614384051275338,5.885034108593689,14.469721315930656,17.72458669242553,7.660176578633298,7.501051907287002,21.2592369239208,7.873082706766917,0.0
lb_cylr,not_truncated,1,2004-02-29,6.787169013875982,1.9772748843113224,4.815729221718065,13.917367079586256,14.507505954716159,7.952780163117434,7.369974588496708,-22.996163359943147,7.882660944206009,0.0
